Index,No,Description,Description_Images,Factory Suggestion,Factory_Suggestion_Images,STG Proposal,STG_Proposal_Images,Customer Decision,Customer_Decision_Images,EQ Status,Customer Name,Customer P/N,Factory P/N,Date,Base Material,Solder Mask,Via Plugging Type,Engineer Name,Panel Size,STG P/N,FileName,Previous Case,Closed Date
44,8,PTH/NPTH slots has no length tolerance.,2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_19.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_20.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_21.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_22.png,"We suggest the length tolerance follow +/-0.1mm
please confirm.",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_19.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_20.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_21.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_22.png,,2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_19.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_20.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_21.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_22.png,"CML MN: confirmed, follow DIN ISO 2768m for elngth tolerance
DELTEC KS: confirmed",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_19.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_20.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_21.png;2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_22.png,Closed,"Deltec, DE, Furth","35821922
35821921","JB2C707TA0
JB2C708TA0",2022-07-12 00:00:00," Dekai DK-C150,TG: 150 ºC,Anti-CAF",See Q1,,Kyle.Wang,,"02R012193.C00
02R012192.C00",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0).xlsx,True,2025-01-01
45,9,"PN:35821921
As the picture show,hole tolerances are different",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_23.png,"We suggest making according to the hole chart in the panel drawing
Please confirm",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_23.png,,2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_23.png,DELTEC KS: confirmed,2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0)_image_23.png,Closed,"Deltec, DE, Furth","35821922
35821921","JB2C707TA0
JB2C708TA0",2022-07-12 00:00:00," Dekai DK-C150,TG: 150 ºC,Anti-CAF",See Q1,,Kyle.Wang,,"02R012193.C00
02R012192.C00",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0).xlsx,True,2025-01-01
46,10,"PN:35821921
As the picture show,there is a 0.5mm hole in the gerber,and there is no solder mask opening on the top",,"We suggest add solder mask opening same as other vias.
Please confirm",,,,CML MN: confirmed,,Closed,"Deltec, DE, Furth","35821922
35821921","JB2C707TA0
JB2C708TA0",2022-07-12 00:00:00," Dekai DK-C150,TG: 150 ºC,Anti-CAF",See Q1,,Kyle.Wang,,"02R012193.C00
02R012192.C00",2- EQs CML to JST_20220719092311_EQ for 35821922 & 35821921（JB2C707TA0 & JB2C708TA0).xlsx,True,2025-01-01
47,1,"350643-00:For base material type











350644-00:About base maerial,the requirements for Tg values are not the same",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_2.png,"350643-00:Suggest to use S1000-2M,TG: >170 ºC,CTI: PLC 3 (>=175 V) material.
Please confirm









350644-00:Suggest to use S1000H,TG: 150 ºC,CTI: PLC 3 (>=175 V) material.
Please confirm",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_2.png,,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_2.png,"Theben RMI: confirmed to use S1000-2M for PCB 350643-00










Theben RMI:confirmed to use S1000H for PCB 350644-00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_2.png,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
48,2,customer don't indicate soldermask type.,,"Suggest to use YSR-900 G01 with glossy green.
Please confirm",,,,"STG MN: confirmed
Theben RMI: confirmed",,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
49,3,About UL,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_3.png;2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_4.png,"We'll place our UL(ST-G 7JD 兄  94V-0 ) ,date code YYWW and  CTI>175 on top S/M layer(Since September 2nd, our company name has changed, so UL uses ST-G).
Please confirm",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_3.png;2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_4.png,,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_3.png;2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_4.png,"STG MN: confirmed
Theben RMI: confirmed",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_3.png;2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_4.png,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
50,4,"About copper thickness,we con't fulfill the 70um for 35um base copper thickness.",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_5.png,"We have two suggestions:
A:We suggest using base copper thickness 35um to do , finished copper thickness of the outer layer is 52.9um min

B:Ignore base copper 35um,just control the final copper thickness 70um min

Please choose A or B",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_5.png,,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_5.png,"STG MN: confirmed B
Theben RMI: Follow B",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_5.png,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
51,5,"The notes in the drawing are not in English,we believe that this tolerance is the dimension tolerance without marking",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_6.png,Please confirm,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_6.png,,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_6.png,"STG MN: confirmed, dimenions without tolerance on drawing follow +/-0.15mm
Theben RMI: confirmed",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_6.png,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
52,6,The unit board size is too small (47*22mm). It will bring the difficulty during the process,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_7.png,"We suggest make a panel to produce and ship the pcb with the panel,please kindly accept to deliver panel board(use connection bits to connect,the number, location, and size of the connection bits are up to us),see attachment panel drawing 
Please confirm",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_7.png,,2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_7.png,"STG MN: not confirmed, delivery has to be as single pcb
Theben RMI: not confirmed. We need the PCBs as single PCBs.
",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI_image_7.png,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
53,7,The customer does not prepare a bad mark location.,,"We suggst the bad PCBs in a panel only marked X with a black marker on both sides
Please confirm",,,,"STG MN: see Q7
Theben RMI: confirmed",,Closed,"Theben, DE, Haigerloch","350643-00
350644-00","JP2C444LA0
JP2C445LA0",2022-09-02 00:00:00,See Q1,See Q2,,,,"02R015591.A00
02R015592.A00",2- EQs CML to JST_20220907132155_EQ for 350643-00 & 350644-00（JP2C444LA0 & JP2C445LA0)_RMI.xlsx,True,2025-01-01
54,3,"The solder mask thickness is hard to control during the production









In general specification <PCB_Technical_Supplier_Instructions_10000064018-11> 4.4.3defined the solde mask on dielectric surface 10-50μm is strick for our capability  ",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_9.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_10.png,"We suggest to control as below：
conductor edge：5um min
conductor:10-50um
dielectric surface:10um min, and not exceed the finished copper thickness
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_9.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_10.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_9.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_10.png,Confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_9.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_10.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
55,4,"There are solder mask opening  as big as via holes

Please noted that we didn't show you all the places, we just catch part of the image to show this question",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_14.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_24.png,"please choose A or B:
A:Suggest add the solder mask opening bigger than holes and smaller than pads

B:We will delete the both side of the solder mask opening,and plug these via holes with solder mask(Keep the solder mask opening on the large pad)",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_14.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_24.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_14.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_24.png,Please use A,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_14.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_24.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
56,5,"As below picture shows, We don't know if this position is added to our automark or the customer",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_11.png,"suggest add our automark at position 13)
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_11.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_11.png,Melecs: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_11.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
57,6,"As below picture shows, the requirement of serial number 8) is differen from customer PN:10000101982-00 CMN: 10908347",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_18.png,"Please choose A or B
A:add customer PN 10000101982-00 CMN: 10908347 to replace  
B:add customer PN 10000101982-00 to replace",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_18.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_18.png,Melecs: option B confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_18.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
58,7,"As below picture shows, The customer number in gerber is different from that in PO.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_12.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_25.png,"In order to avoid misunderstanding.we will ignore the difference ,and just follow Gerber to do
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_12.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_25.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_12.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_25.png,"Melecs: please follow the gerber data, it is our customer material number.
10000101982-00 is only Melecs internal PCB material number.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_12.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_25.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
59,8,The tolerance for the PTH are strict for us,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_13.png,"Suggest relax the PTH tolerance as +/-0.075mm
please confirm.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_13.png,"STG DE MaG: not confirmed, it is chemical surface, should be possible",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_13.png,Confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_13.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
60,9,"As below picture shows,The tolerance for the fiducial mark to fiducial mark  are strict for us",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_26.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_27.png,"Suggest relax the tolerance as +/-0.1mm
please confirm.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_26.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_27.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_26.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_27.png,Melecs: fiducial marks are the base of acciracy of component placement and measurement. Please keep the original tolerances. ,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_26.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_27.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
61,10,"As below picture shows,The 1.0mm, 1.02mm and 1.2mm holes are only round holes in gerber ",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_15.png,"we will follow gerber to do
please confirm.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_15.png,STG DE MaG: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_15.png,Confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_15.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
62,11,"As below picture shows,In the general specification ""<PCB_Technical_Supplier_Instructions_10000064018-12>"", no tolerances are defined for the PTH slots that need to be drilled",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_16.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_17.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_28.png,"We suggest that all PTH slot width and slot length tolerances follow +/-0.1mm
please confirm.",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_16.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_17.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_28.png,STG DE MaG: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_16.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_17.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_28.png,Confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_16.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_17.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_28.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
63,12,"As below picture shows,the single PCB outline and slot in gerber are different from single PCB outline and slot in DXF

Please noted that we didn't show you all the places, we just catch part of the image to show this question",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_19.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_20.png,"We suggest the single PCB outline and slot follow the gerber to do.
In addition,the connection bits we will follow DXF
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_19.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_20.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_19.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_20.png,Melecs: confirm your suggestion.,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_19.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_20.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
64,13,"As below picture shown,The hole sizes in the ""drill table"" are not the same as those in the 'roundhole.txt' layer",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_21.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_22.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_29.png,"we suggest hole size follow gerber to do
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_21.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_22.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_29.png,STG DE MaG: confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_21.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_22.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_29.png,Confirmed,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_21.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_22.png;2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_29.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
65,14,"As below picture shown,In the additional requirements and file package there is ""GBP:Bottom PASTE MASK"", but in Gerber there is only the ""GTP"" layer",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_30.png,"we suggest follow gerber to do
Please confirm",2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_30.png,,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_30.png,Confirmed no Bottom Paste,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）_image_30.png,Closed,"Melecs, HU, Györ",10000101982-00 CMN: 10908347,J0600095A00.0,2025-01-11 00:00:00,See Q1,See Q2,Factory Suggestion/Proposal,Yang.zhao,306 mm x 239 mm = 4-up panel,06R008973.A00,2- aw EQ DE to JST_20250123114458_aw EQ for 10000101982-00 CMN 10908347（J0600095A00.0）.xlsx,True,2025-01-01
